age_years,local_population,distance_to_city,distance_to_town,distance_to_primary,distance_to_secondary,distance_to_tertiary,lat_deg,lon_deg,water_source_clean,water_tech_clean,water_source_category,water_tech_category,clean_adm1,is_urban,is_non_functional,clean_adm2,report_year,wpdx_id
5.0,391.0,,20460.310689572536,888.4717455314671,43765.58577045221,205.81506165430272,-15.171906,22.730068,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2018,5GP4RPHJ+62P
2.0,297.0,,13100.224405577454,4241.3055426296905,55366.66858918408,10652.729158958364,-15.107746,22.63724,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2014,5GP4VJRP+WV5
2.0,398.0,,12835.314827178654,4218.043614872653,55781.71003517674,11117.935433539997,-15.10427778,22.63438889,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2014,5GP4VJWM+7QJ
5.0,188.0,,17007.34347178031,469.4389979185467,45724.03133482117,1854.81324736399,-15.14227778,22.71994444,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2018,5GP4VP59+3XP
5.0,289.0,,14769.558884295227,671.6321783693797,47278.25759476488,4051.949435175994,-15.12366667,22.71125,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2018,5GP4VPG6+GGJ
6.0,289.0,,13365.43192150278,769.3314489295919,48093.44051546406,5456.165753437375,-15.111396,22.707916,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2018,5GP4VPQ5+C5V
6.0,362.0,,12545.020530451737,650.324824961541,48828.73427982984,6285.03802210314,-15.10494444,22.70319444,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2018,5GP4VPW3+27G
6.0,347.0,,12430.624961361773,657.2826529422811,48927.62735736397,6401.817450628262,-15.10402778,22.70258333,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2018,5GP4VPW3+92P
6.0,384.0,,12190.426217580034,676.5278293831134,49140.25259910993,6648.383355454293,-15.10211111,22.70125,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2018,5GP4VPX2+5G2
2.0,362.0,,19326.24544985228,7177.411612376369,38473.583137907546,8929.220604372169,-15.117326,22.802884,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Kalabo,2017,5GP4VRM3+356
2.0,36.0,,11823.34663124035,2783.0967341392584,54736.46447314877,10422.996157710297,-15.098453,22.64687,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2014,5GP4WJ2W+JP9
2.0,671.0,,16100.116365717551,9980.836915365006,41217.54941357367,10593.170630970826,-15.087489,22.790167,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Kalabo,2017,5GP4WQ7R+233
3.0,862.0,,47158.85007053075,44749.985034098376,94550.32871459384,43.67132742766876,-15.02044444,22.23683333,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Sikongo,2015,5GP4X6HP+RPG
1.0,90.0,222030.1996948603,43088.254431010464,36737.96606327825,63705.136639386976,13013.429860877475,-15.59052,23.65853,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2015,5GP5CM55+QCR
3.0,801.0,,46495.88860226258,44075.88777540303,95219.13406743988,56.87400605438745,-15.02119444,22.24305556,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Sikongo,2015,5GP4X6HV+G6F
4.0,427.0,,4641.848759284261,683.7710951873656,55956.4734688064,4713.997211241087,-15.03552778,22.66325,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2016,5GP4XM77+Q8J
4.0,405.0,,4257.036775523026,251.4662953477251,56356.57788718591,3790.063742773184,-15.03130556,22.66133333,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Kalabo,2016,5GP4XM96+FGG
1.0,426.0,197117.759909858,13597.614505118168,1659.0605783280682,78920.44349477022,3225.8886699171494,-15.98272222,23.32161111,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Senanga,2014,5GP5288C+WJ9
6.0,648.0,197803.1172791508,14793.951453134245,1381.050145625391,77963.73463719014,3016.5348939758023,-15.97258056,23.32661944,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Senanga,2018,5GP528GG+XJ9
2.0,302.0,199204.98069228983,16134.469052217706,2319.094171716837,76501.7895703059,2842.33506424737,-15.95977778,23.32325,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2014,5GP528RF+38J
5.0,442.0,202226.25197598024,18662.220338411145,2965.1282107949305,73564.22723934018,3192.7226815582303,-15.93563889,23.31,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2017,5GP53876+P2R
1.0,451.0,202697.0274355872,18802.805065764293,3569.322802576803,73254.77581529602,3741.3380601940457,-15.93419444,23.30391667,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2014,5GP53883+8HF
2.0,495.0,202449.2733229941,18883.724453722876,2976.5191204102894,73332.26038363653,3166.387048683999,-15.93361111,23.30945,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2014,5GP53885+HQ4
6.0,112.0,193970.0154321155,25833.085890953607,13278.140807349757,79512.88325884636,12719.273088369886,-15.93639,23.469716,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2018,5GP53F79+CVW
8.0,229.0,197335.17794835285,28769.049376179213,13901.577335186965,76163.88638244694,14205.2506280106,-15.901973,23.470853,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2018,5GP53FXC+689
3.0,289.0,207834.81244634665,24446.42859467314,2667.567174396786,67645.03711198801,5569.873822652325,-15.8832,23.29885,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2014,5GP5478X+PGH
4.0,269.0,207010.2777582457,23658.7270658214,2923.513469994084,68477.56504867901,4819.440896881707,-15.8903,23.30155,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2015,5GP54852+VJM
4.0,535.0,209842.05584512933,27185.253789522358,1177.808292777491,65183.95804815924,7419.778286656839,-15.85846,23.30571,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2015,5GP548R4+H6G
4.0,221.0,201151.362624146,32502.90234185289,14681.622807382557,72455.23674454512,16136.493646469447,-15.86224,23.4741,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2014,5GP54FQF+4J5
1.0,298.0,214022.21421791703,27774.61405323056,2130.771752658532,60760.23898936406,11761.759162545462,-15.818782,23.298963,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Senanga,2015,5GP557JX+FHP
7.0,261.0,202108.95522194527,34907.990797976905,16732.269342171425,71701.1949299919,18356.837485371343,-15.84591,23.48917,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2018,5GP55F3Q+JMM
4.0,96.0,205484.0783211868,36663.75839150007,17082.31848385992,68607.93513807822,20797.674598325324,-15.810419,23.493778,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2015,5GP55FQV+RGJ
4.0,92.0,205623.73116582516,36621.088355145424,17246.1379791723,68506.45428551131,21079.84183772604,-15.80831,23.49546,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2015,5GP55FRW+M5G
5.0,334.0,217484.17777889135,23862.6456466626,3173.5552797870214,56952.58361197279,15562.734924613802,-15.78280556,23.29938889,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2018,5GP5678X+VQC
1.0,302.0,218188.5755810208,23200.782735177487,3338.766594016917,56268.401212146775,16240.104109864737,-15.77733,23.296028,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2015,5GP567FW+3C6
9.0,225.0,219298.19700032176,21993.06727137359,2992.872363289536,55081.78522427533,17435.677329049795,-15.76639722,23.2951,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2018,5GP567MW+C2X
3.0,189.0,220513.36452350297,20717.82888109214,2631.413276096673,53814.14642564372,18708.698159461765,-15.755077,23.29287,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Senanga,2017,5GP567VV+X49
5.0,161.0,215516.9890504083,25840.14468839041,2575.3789303645003,58947.06238079955,13574.551747940515,-15.79986111,23.30544444,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2018,5GP56824+354
1.0,165.0,214636.13309370304,26270.47372624576,1115.1473902340206,59511.06617256616,13261.4960605687,-15.79986111,23.32263889,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Senanga,2014,5GP5682F+332
5.0,165.0,208570.4922655056,36144.54776282528,20988.40318675964,66607.11502182082,26713.26654268087,-15.765772,23.52798,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Senanga,2018,5GP56GMH+M5X
8.0,351.0,223485.83707463284,18773.078333858622,4998.875388161878,51392.42468510976,21235.902037751992,-15.74063,23.26239,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2017,5GP57756+PXR
7.0,92.0,210117.2217104915,36480.708584237946,23576.223917205527,65927.27894384999,29957.389856118967,-15.742897,23.547671,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2017,5GP57G4X+R3V
2.0,117.0,211489.06529193305,36482.06310608822,25147.974687006805,65187.08359277844,32029.79446476837,-15.725689,23.557801,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Senanga,2017,5GP57HF5+P4F
13.0,122.0,205529.32873290588,52254.3671169448,41586.37810477466,77753.12816275452,28806.389148010687,-15.72923,23.7165,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2017,5GP57PC8+8J2
5.0,167.0,205386.39914506912,52955.38439452321,42361.95525270426,78299.03639366757,28873.69809226609,-15.72846,23.72371,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2017,5GP57PCF+JF8
1.0,165.0,245542.86310618295,27085.15789942357,29076.226006807054,42119.18501127289,3718.063667950591,-15.65052778,23.0184166,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Nalolo,2014,5GP582X9+Q9M
8.0,482.0,228986.0526997532,12177.93375395611,3350.027580646274,45179.64026716779,24432.054275169343,-15.68049722,23.26917972,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP58799+RM3
4.0,826.0,227829.5072210889,12583.258386872558,285.15772668601056,45895.5921707833,24010.20325382997,-15.67783333,23.29763889,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP587CX+V36
4.0,809.0,227045.8367541068,13305.496833695526,492.3544952285649,46614.66025766721,24471.19105668132,-15.68172222,23.30580556,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Senanga,2017,5GP58894+887
7.0,619.0,227574.42026507985,12752.051787981249,769.5609007547085,46046.236835705975,23797.906861611984,-15.67554,23.30745,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP588F4+QXP
8.0,345.0,227042.36673869303,13373.740828909553,2525.86135925408,46460.88046588154,23570.31355030521,-15.671603,23.326488,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP588HG+9H5
8.0,169.0,224195.5477531973,16787.61408013147,6487.543742374595,49327.927304424105,25621.543644571004,-15.682773,23.36321,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Senanga,2017,5GP58987+V7W
12.0,241.0,224578.42143583947,16261.37832861029,5837.055980568544,48923.873579229534,25346.394573472742,-15.68193,23.35682,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Senanga,2018,5GP58994+6PG
8.0,644.0,229187.2340587482,15501.810077238202,8356.690631242802,45009.36328598152,18572.303492351955,-15.619504,23.392919,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP599JV+55V
0.0,7535.0,240133.77317777887,288.8575170463648,2178.927551859816,33478.02875346744,12734.016448518494,-15.5716453,23.2599197,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP5C7H5+8XV
3.0,253.0,239798.9290613021,3775.585707070667,1097.5414437035636,33698.17530424034,10990.985203205511,-15.560182,23.290665,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP5C7QR+W7F
8.0,839.0,237043.3644074615,5719.667358358849,1209.8136645269476,36491.34726975019,13151.011795482673,-15.578738,23.310031,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP5C8C6+G22
8.0,683.0,236807.7955029364,6337.904797663492,1699.8157730924634,36764.13642359559,13199.061299846966,-15.578352,23.315906,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP5C8C8+M92
8.0,673.0,236979.50207892872,6678.993654759611,2230.2517160662437,36634.121094614085,12902.620176732742,-15.574991,23.319435,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP5C8G9+2Q3
8.0,409.0,236307.67941216615,8242.791395227754,3373.733934194725,37445.9069523884,13300.984564259676,-15.57499,23.33404,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP5C8GM+2J3
5.0,231.0,225452.1823088499,39593.57801357631,33503.895417131,59461.83442639832,11321.241166622744,-15.56798611,23.62641667,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5CJJG+RH3
2.0,0.0,247017.56435740803,7918.982646182673,7254.516979881051,27563.35610473211,10905.721630948849,-15.53494,23.19356,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Nalolo,2014,5GP5F58V+2CF
3.0,331.0,247924.26605916067,7606.876723869044,2811.5815372592265,25730.44637282199,7086.061014167111,-15.50881,23.227185,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP5F6RG+FVF
3.0,292.0,237586.46563824525,17663.446644716703,13480.044352775572,38747.16129645769,8276.102670630069,-15.52711,23.415599,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP5FCF8+56P
5.0,57.0,230297.89454521463,41341.24548591986,35862.968710329995,57913.05064093522,5656.638198953796,-15.51822222,23.63880556,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5FJJQ+PG7
1.0,38.0,236534.49638547265,39275.64214534893,34619.67064719462,52579.83180972812,1582.3083746407733,-15.468597,23.607797,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2015,5GP5GJJ5+H47
5.0,154.0,237225.70588245708,40152.049711460415,35586.69252452498,52809.142205219614,655.2918782950555,-15.46025,23.61366667,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5GJQ7+WF3
5.0,70.0,231829.0265415688,43038.960565581314,37761.258902523165,58289.14821643588,3409.632851172986,-15.49991667,23.65171944,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5GM22+2MQ
5.0,102.0,232369.4957758504,43486.51798522881,38276.196491659255,58318.63946812239,2672.5793338886133,-15.493928,23.65477,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5GM43+CWC
5.0,218.0,232784.72736597864,43813.66611658039,38654.14725373099,58330.939115105626,2124.439299099992,-15.48938889,23.65691667,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5GM64+6QV
7.0,141.0,234120.09958112537,45506.16992493095,40505.57827959148,58893.84792779656,178.37390110290977,-15.473287,23.669297,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5GMG9+MPM
4.0,154.0,234836.0187007502,44358.7752105536,39447.68975341873,57567.12642945041,104.47036046705884,-15.469921,23.657386,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5GMJ4+2XJ
4.0,135.0,234740.8091246473,47262.12888928544,42327.93015831753,59960.68142523967,2026.484646283838,-15.46349,23.683616,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5GMPM+JC5
1.0,302.0,231516.71767115287,50715.73775028827,45431.23827191938,64528.12858040688,5878.866958844198,-15.483674,23.721355,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2015,5GP5GP8C+GGQ
2.0,141.0,233035.2279160944,55901.66112369087,50759.95068627522,68127.00970827225,10601.7111051496,-15.458679,23.765278,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2017,5GP5GQR8+G4C
1.0,244.0,232696.1054524578,60982.938692020325,55792.84376353558,72742.26273949404,15692.63309214474,-15.45133,23.8121067,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2017,5GP5GRX6+FR9
11.0,263.0,249927.49021503652,15826.469530376742,9804.782288279386,25321.878597778443,236.75198184438383,-15.4437933,23.324635,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP5H84F+FVJ
11.0,185.0,249901.3118607171,17346.703627095958,11719.174990595351,26120.87091400012,202.98659487897447,-15.43699722,23.34111944,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Nalolo,2017,5GP5H87R+6C5
12.0,126.0,250106.22406941725,17736.49635018465,12042.37588351858,26084.629448429678,53.206537970568895,-15.43409972,23.34319722,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Nalolo,2018,5GP5H88V+978
5.0,115.0,236110.41279869695,50305.90547808851,45504.57685054783,61736.405433972046,5351.27586779576,-15.444278,23.707563,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5HP45+72P
1.0,212.0,233111.78794693705,61410.61718753249,56253.8252832659,72931.20150316562,16097.227019116192,-15.44684,23.81514,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2017,5GP5HR38+736
1.0,1644.0,261451.01557565396,14775.84049605466,636.0319331400867,12039.23164711941,6852.533195737099,-15.387271,23.196054,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2016,5GP5J57W+3CV
1.0,165.0,264352.9712666945,11946.714203200834,1620.7774342291225,9192.553711262224,9849.003707809345,-15.36835,23.17453,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2016,5GP5J5JF+MR6
1.0,189.0,266320.45179200766,9948.885883113717,1188.8159854446633,7195.524900310888,7699.419907553362,-15.350831,23.169692,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2016,5GP5J5X9+MV8
9.0,90.0,245024.4813870204,43603.28331569781,40063.87540284053,50553.17903790451,7580.382046794381,-15.38583,23.61595,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5JJ78+M98
2.0,193.0,267280.3560440381,8987.275531832103,1113.4886678582031,6233.726187579826,6920.192071227173,-15.342801,23.166258,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2017,5GP5M548+VGC
10.0,90.0,255800.2449220696,31328.71241126316,24487.690554724795,30204.220913138604,8613.186677781327,-15.343814,23.431438,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2014,5GP5MC4J+FHG
1.0,109.0,243564.3008525508,78491.07419255024,73949.40468537375,84628.09561406155,30706.11943728918,-15.3279,23.94433,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5MWCV+RPW
1.0,0.0,275346.3539375375,3433.246240276247,2633.6661492607595,2378.4764027498422,3314.178445074677,-15.28738888,23.1125555,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2014,5GP5P477+22V
9.0,0.0,,41922.112576969295,37594.91423402576,39706.87055636424,327.78945548080355,-15.252,23.52649722,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5PGXG+6H5
10.0,315.0,257046.3927099777,52071.59859475788,47276.21801426188,50639.75157664754,7158.71481914165,-15.268936,23.629241,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5PJJH+CMH
10.0,154.0,256698.6037457913,53111.48067540387,48502.88072674372,51978.90055240867,7528.748870828187,-15.268838,23.641709,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5PJJR+FM8
9.0,0.0,259099.5772902054,50491.48092893159,45557.15171664495,48248.64553091567,5084.346965887838,-15.25594,23.60644,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5PJV4+JHG
2.0,279.0,,13633.124654864729,522.7690261207779,12569.163814825764,13288.162379599851,-15.224769,23.017271,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Mongu,2017,5GP5Q2G8+3WR
3.0,5078.0,,5567.697430857142,5930.435305306239,4026.195322891858,0.2459908982641987,-15.21809,23.14923,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2014,5GP5Q4JX+QM9
11.0,274.0,,25188.54699746219,25449.015800923997,23685.33254881006,35.79876688579731,-15.204365,23.36878,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Limulunga,2018,5GP5Q9W9+7G2
2.0,122.0,,74978.57638988036,71444.81359472097,75941.52874933401,17865.63257463415,-15.23417,23.86332,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5QV87+88P
2.0,51.0,,75346.19427504287,71851.0715794371,74967.39847196033,15429.797030639664,-15.20965,23.85213,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2018,5GP5QVR2+4VR
7.0,0.0,,6707.497739570978,9810.151676311974,9742.210567519907,5458.860012611369,-15.17426,23.10581,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2017,5GP5R4G4+78V
9.0,493.0,,11467.713570380423,15506.846380367326,13036.34265556966,9025.244969891588,-15.1772,23.24210833,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Limulunga,2018,5GP5R6FR+4RH
9.0,521.0,,12712.726206095182,17457.025803636625,14983.74120314403,7633.688188358325,-15.1688,23.25857778,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Limulunga,2017,5GP5R7J5+FCP
12.0,429.0,,31660.924835742968,34352.37571792104,32361.71860753082,39.292609815056224,-15.163158,23.440044,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Limulunga,2018,5GP5RCPR+P2M
10.0,219.0,,33215.207414140226,34634.896733804926,33143.53440058885,149.38909022073457,-15.1778,23.45252,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Limulunga,2017,5GP5RFC3+V2J
9.0,146.0,,35095.04261851537,36240.82676441718,34944.29509655284,1705.937134273594,-15.1785,23.47012,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Limulunga,2018,5GP5RFCC+J25
5.0,192.0,,46803.820910104696,45920.298597540575,46272.11446956424,3402.951047717928,-15.183717,23.579406,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2014,5GP5RH8H+GQ6
7.0,109.0,,21901.594431035923,27300.609037107413,24720.556993144768,2180.769312250608,-15.1418,23.3509,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Limulunga,2018,5GP5V952+79J
8.0,32.0,,55197.04221859661,55579.71677750399,55681.844969057725,5327.516203557795,-15.146497,23.66078,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2014,5GP5VM36+C82
7.0,124.0,,54983.05578671803,55855.57822027381,55723.01083376884,6421.765181716504,-15.137862,23.65901,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Mongu,2014,5GP5VM65+VJ2
4.0,27.0,,8383.876105323123,21883.513606141616,22011.741269685088,6738.233874431173,-15.05733333,23.12280556,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Limulunga,2014,5GP5W4VF+347
2.0,118.0,,9559.451377118778,21782.25894140012,22919.796343073005,8240.106310229718,-15.050574,23.110671,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Limulunga,2016,5GP5W4X6+Q7F
8.0,9.0,,23806.66092071692,33416.08254946976,30946.26521164453,1057.3487698190395,-15.05965,23.35711,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Limulunga,2018,5GP5W9R4+4RX
11.0,338.0,,57491.977784356975,60378.82409768171,59391.67831427579,6965.143126743964,-15.092926,23.681069,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Limulunga,2017,5GP5WM4J+RCG
4.0,54.0,,15390.542173550528,32136.608981910733,27976.19191205717,5217.951450921845,-15.012182,23.224945,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Limulunga,2015,5GP5X6QF+4XG
1.0,152.0,,89085.85024891164,94168.6502688756,65406.14039406966,19449.253307974,-15.10448,24.03157,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Luampa,2017,5GP6V2WJ+6J4
2.0,2842.0,,45947.46084827529,136725.73710920865,31566.246195096537,17878.399897905303,-15.04175,24.45066,Borehole/Tubewell,Hand Pump - Afridev,Well,Hand Pump,Western,False,0,Luampa,2018,5GP6XF52+873
1.0,48.0,,24563.889234808365,169627.11917839252,21673.091147979227,25176.675712380867,-15.01255,24.86754,Borehole/Tubewell,Hand Pump,Well,Hand Pump,Western,False,0,Nkeyema,2015,5GP6XVP9+X2M
1.0,0.0,235415.69325600623,64327.940011000544,213197.8849145317,64220.75068490325,61142.40860777685,-15.68305556,25.42138889,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Central,False,0,Itezhi-tezhi,2014,5GP78C8C+QHC
5.0,0.0,243861.4443622496,84790.49819407331,199703.20994832215,81983.0633319188,65956.98029627629,-15.4755,25.17280556,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Western,False,0,Luampa,2018,5GP7G5FF+R43
5.0,0.0,248987.95113520115,84599.41035265793,211330.9994570393,84562.94845539524,65776.13385887173,-15.47163889,25.28111111,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Central,False,0,Itezhi-tezhi,2018,5GP7G7HJ+8CX
3.0,0.0,263449.4603971948,60049.41786124565,239413.2135275051,59988.34554508328,56154.63417628598,-15.45805556,25.54230556,Borehole/Tubewell,Hand Pump - India Mark,Well,Hand Pump,Central,False,0,Itezhi-tezhi,2016,5GP7GGRR+QWF
