lat_deg,lon_deg,status_id,report_date,source,water_source_clean,water_tech_clean,clean_country_id,clean_country_name,clean_adm1,clean_adm2,clean_adm3,clean_adm4,activity_id,scheme_id,wpdx_id,install_year,installer,rehab_year,rehabilitator,management_clean,pay_clean,status_clean,fecal_coliform_presence,fecal_coliform_value,subjective_quality,notes,local_population,assigned_population,facility_type,water_source_category,water_tech_category,created_timestamp,dataset_title,rehab_priority,would_gain_access,usage_cap,criticality,pressure,distance_to_primary,distance_to_secondary,distance_to_tertiary,distance_to_city,distance_to_town,is_urban,days_since_report,staleness,prediction_yes_0y,prediction_yes_2y,prediction_no_0y,prediction_no_2y,predicted_status_0y,predicted_status_2y,predicted_category
#geo+lat,#geo+lon,#indicator+water_avail+bool,#date+reported,#meta+source,#indicator+water_source,#indicator+water_tech,#country+code+v_iso3,#country+name,#adm1+name,#adm2+name,#adm3+name,#adm4+name,#loc+water_point+id,#loc+water_point+scheme,#loc+wpdx+id,#date+install+year,#org+installer,#date+rehab+year,#org+rehabilitator,#indicator+management,#indicator+pay,#indicator+water_avail_detail,#indicator+fecal_coliform_presence+bool,#indicator+fecal_coliform_value+num,#indicator+subjective_quality,#description+notes,#indicator+pop_within_1km+num,#reached+assigned_pop,#indicator+facility_type,#indicator+water_source_category,#indicator+water_tech_category,#date+uploaded_to_WPdx,#meta+wpdx+dataset+title,#affected+rehab_priority,#inneed+would_gain_access,#indicator+usage_cap,#indicator+criticality,#indicator+pressure,#indicator+distance_to_primary,#indicator+distance_to_secondary,#indicator+distance_to_tertiary,#indicator+distance_to_city,#indicator+distance_to_town,#indicator+is_urban,#indicator+days_since_report,#indicator+staleness,#indicator+prediction_yes_0y,#indicator+prediction_yes_2y,#indicator+prediction_no_0y,#indicator+prediction_no_2y,#indicator+predicted_status_0y,#indicator+predicted_status_2y,#indicator+predicted_category
-17.43056600000001,24.902272000000004,Yes,2020-07-10,WaterAid,Piped Water,Public Tapstand,ZMB,Zambia,Western,Mwandi,,,181625856,,5GJ6HW92+QWC,2020,WaterAid,,WaterAid,,,Non-Functional,,,Not within National standards (not potable),,,,Improved,Piped Water,Public Tapstand,2022-09-06T17:51:14,WaterAid_Global_2020-2021,,,250,,,54960.13031840251,58299.93489600238,29344.561594032202,66385.66624167936,12472.219137984284,False,2207,49.87374285634145,,,,,,,
-17.269229000000013,24.896409,Yes,2020-06-10,WaterAid,Piped Water,Public Tapstand,ZMB,Zambia,Western,Mwandi,,,181625760,,5GJ6PVJW+8H3,2020,WaterAid,,WaterAid,,,Non-Functional,,,Not within National standards (not potable),,,,Improved,Piped Water,Public Tapstand,2022-09-06T17:51:14,WaterAid_Global_2020-2021,,,250,,,69704.24985320603,75275.788372256,17126.407719672145,70288.45840648752,28212.73506175511,False,2237,49.40433993222166,,,,,,,
-17.004153,24.487196,Yes,2020-06-29,WaterAid UK,Piped Water,Public Tapstand,ZMB,Zambia,Western,Mwandi,,,124023668,,5GJ6XFWP+8VP,2019,WaterAid,,,,,Non-Functional,,,,Mushukula Tap 1 Clinic,,,Improved,Piped Water,Public Tapstand,2020-11-06T04:34:07,WaterAid_Global_2019-2020,,,250,,,47679.893141403234,109580.83860398759,34954.339970531524,59523.55943064811,56608.703034223436,False,2218,49.701112834160824,,,,,,,
-17.004633,24.487975,Yes,2020-06-29,WaterAid UK,Piped Water,,ZMB,Zambia,Western,Mwandi,,,124023620,,5GJ6XFWQ+45X,2019,WaterAid,,,,,Non-Functional,,,,Mushukula Tap 4,,,Improved,Piped Water,,2020-11-06T04:34:07,WaterAid_Global_2019-2020,,,250,,,47715.73227490861,109593.4294748526,34857.12553782486,59504.55977290287,56589.25261585486,False,2218,49.701112834160824,,,,,,,
-17.004156,24.488126,Yes,2020-06-29,WaterAid UK,Piped Water,,ZMB,Zambia,Western,Mwandi,,,124023644,,5GJ6XFWQ+87J,2019,WaterAid,,,,,Non-Functional,,,,Mushukula Tap 6,,,Improved,Piped Water,,2020-11-06T04:34:07,WaterAid_Global_2019-2020,,,250,,,47759.82763953798,109644.20415788746,34880.42059266113,59559.564295727716,56644.27709816227,False,2218,49.701112834160824,,,,,,,
-17.003972,24.487568,Yes,2020-06-29,WaterAid UK,Piped Water,,ZMB,Zambia,Western,Mwandi,,,124023637,,5GJ6XFWQ+C28,2019,WaterAid,,,,,Non-Functional,,,,Mushukula Tap 5,,,Improved,Piped Water,,2020-11-06T04:34:07,WaterAid_Global_2019-2020,,,250,,,47723.71541378424,109621.63264938322,34938.24096685118,59556.705220727854,56641.70990743594,False,2218,49.701112834160824,,,,,,,
-17.732478000000008,25.770868999999998,Yes,2021-08-04,WaterAid,Piped Water,,ZMB,Zambia,Southern,Livingstone,,,181626084,,5GJ77Q9C+285,2020,WaterAid,2020,WaterAid,,,Non-Functional,,0,Within National standards (potable),Off Livingstone-Kazungula Road,,,Improved,Piped Water,,2022-09-06T17:51:14,WaterAid_Global_2020-2021,,,250,,,21567.524204863006,112824.27040980526,12961.905106417678,16447.733557064046,23139.122899201604,False,1817,56.39766823398142,,,,,,,
-17.607801999999996,25.83671799999999,Yes,2022-04-17,WaterAid,Piped Water,Public Tapstand,ZMB,Zambia,Southern,Kazungula,,,226791094,,5GJ79RRP+VMG,2020,WaterAid,2020,WaterAid,,,Non-Functional,,0,Within National standards (potable),RHC,,,Improved,Piped Water,Public Tapstand,2022-09-06T17:51:14,WaterAid_Global_2020-2021,,,250,,,35961.41554149937,123018.06559361312,8387.518179668787,27279.00561649525,36227.877035568046,False,1561,61.13731449850138,,,,,,,
-17.492886,25.999403,Yes,2020-02-14,WaterAid UK,Piped Water,Public Tapstand,ZMB,Zambia,Southern,Kazungula,,,119157554,,5GJ7GX4X+RQR,2019,WaterAid,,,,,Non-Functional,,,Within National limits (potable),Kabuyu Behind Clinic Tap,,,Improved,Piped Water,Public Tapstand,2020-11-06T04:34:07,WaterAid_Global_2019-2020,,,250,,,52266.004500797775,128111.11052853214,18707.02223333275,42473.61436940759,28954.324881778837,False,2354,47.61549957849991,,,,,,,
-17.49259,25.998987,Yes,2020-02-14,WaterAid UK,Piped Water,Public Tapstand,ZMB,Zambia,Southern,Kazungula,,,119157547,,5GJ7GX4X+XH9,2019,WaterAid,,,,,Non-Functional,,,Within National limits (potable),Kabuyu Front Tap,,,Improved,Piped Water,Public Tapstand,2020-11-06T04:34:07,WaterAid_Global_2019-2020,,,250,,,52280.91279535412,128151.21369763554,18715.94201169287,42489.19172441376,28965.00274033449,False,2354,47.61549957849991,,,,,,,
-17.491662,25.998535,Yes,2020-02-14,WaterAid UK,Piped Water,,ZMB,Zambia,Southern,Kazungula,,,119157619,,5GJ7GX5X+8CM,2019,WaterAid,,,,,Non-Functional,,,Within National limits (potable),Kabuyu Tap 8,,,Improved,Piped Water,,2020-11-06T04:34:07,WaterAid_Global_2019-2020,,,250,,,52359.94049517535,128187.10061278596,18785.654279381008,42569.26477550985,28931.786186934056,False,2354,47.61549957849991,,,,,,,
-17.491418,25.998483,Yes,2020-02-14,WaterAid UK,Piped Water,,ZMB,Zambia,Southern,Kazungula,,,119157602,,5GJ7GX5X+C9Q,2019,WaterAid,,,,,Non-Functional,,,Within National limits (potable),Kabuyu Tap 7,,,Improved,Piped Water,,2020-11-06T04:34:07,WaterAid_Global_2019-2020,,,250,,,52383.24871204787,128189.49872800514,18807.255824548014,42592.76426282917,28917.838416762963,False,2354,47.61549957849991,,,,,,,
